,Match,ParasiteCorrectedName_Zooscores_VR_Ver5.0_Final,Insect,GenusOnly,Commensal.,ZooScore,ConfidenceScore,XC_ZooScore,XC_CScore,XC_Notes,XC_WhoBy,XC_Date,PGF_ZooScore,PGF_CScore,PGF_notes,Non.GMPD,SearchStringGoog,Googlehits.As.of.2.8.2017.,SearchStringWOS,WOShits..As.of.2.6.2017.,Notes,Citation,PrintRef,WhoBy,DateEntry,XCCitation,PGF.Citation,PGF.more.citations,Nematode,GMPD_traits,GMPD_tax,Google,Tao.note,GMPDtraits,GMPDtax,ParasiteCorrectedName.updated,close,nonclose,vector,intermediate,ParasiteReportedName,HasBinomialName,NameObservations,FLAG,NameID,NameCitation,ParType,ParPhylum,ParClass,ParOrder,ParFamily,StrainorSubsps
478,Crenosoma taiga,Crenosoma taiga,NA,0,,-1,3,-1,3,,VR,42726,,,,,Crenosoma taiga      ,46,Crenosoma taiga      ,0,European Badgers,"Vieira et al., 2012",,VR,42726,,,,NA,0,1,No,,,,Crenosoma taiga,0,0,0,1,Crenosoma taiga,yes,valid in papers,,Vieira et al. 2012,"Vieira, F. M., Muniz-Pereira, L. C., de Souza Lima, S., Neto, A. H. M., Gon??alves, P. R., & Luque, J. L. (2012). Crenosoma brasiliense sp. n.(Nematoda: Metastrongyloidea) parasitic in lesser grison, Galictis cuja (Molina, 1782)(Carnivora, Mustelidae) from Brazil, with a key to species of Crenosoma Molin, 1861. Folia parasitologica, 59(3), 187.",Helminth,Nematoda,Secernentea,Rhabditida,Crenosomatidae,
479,Crenosoma vulpis,Crenosoma vulpis,NA,0,,-1,2,-1,2,,VR,42726,,,,,Crenosoma vulpis      ,806,Crenosoma vulpis      ,104,dog/fox heart worm ,"Taubert et al., 2009",,VR,42726,,,,NA,0,1,No,,,,Crenosoma vulpis,0,0,0,1,Crenosoma vulpis,yes,valid name in NCBI,,NCBI 321390,,Helminth,Nematoda,Secernentea,Rhabditida,Crenosomatidae,
480,Crenosoma zederi,Crenosoma zederi,NA,0,,,,-1,3,,VR,42725,,,,,Crenosoma zederi      ,10,Crenosoma zederi      ,0,,Goble 1942,NEED,VR,42725,,,,NA,0,1,No,,,,Crenosoma zederi,0,0,0,1,Crenosoma zederi,yes,valid in papers; Most recent googls scholar citation (on 2 Aug 2016) was the cited paper from 1972,,Craig and Anderson 1972,"Craig, R. E., & Anderson, R. C. (1972). The genus Crenosoma (Nematoda: Metastrongyloidea) in new world mammals. Canadian journal of zoology,50(12), 1555-1561.",Helminth,Nematoda,Secernentea,Rhabditida,Crenosomatidae,
481,Cruzia americana,Cruzia americana,NA,0,,-1,2,-1,2,,VR,42725,,,,,Cruzia americana      ,198,Cruzia americana      ,6,opposum,"Nichelason et al., 2008",,VR,42725,,,,NA,0,1,No,,,,Cruzia americana,0,1,0,0,Cruzia americana,yes,valid name in NCBI,,NCBI 59252,,Helminth,Nematoda,Secernentea,Ascaridida,Kathlaniidae,
483,Cryptocotyle jejunum,Cryptocotyle jejunum,NA,0,,,,-1,3,,VR,42725,,,,,Cryptocotyle jejunum      ,51,Cryptocotyle jejunum      ,0,,"Ching et al., 2000",,VR,42725,,,,NA,0,1,No,,,,Cryptocotyle jejunum,0,0,0,1,Cryptocotyle jejunum,yes,valid name in NCBI,,NCBI 552467,,Helminth,Platyhelminthes,Trematoda,Opisthorchiida,Heterophyidae,
484,Cryptocotyle lingua,Cryptocotyle lingua,NA,0,,-1,2,-1,1,,VR,42725,,,,,Cryptocotyle lingua      ,1870,Cryptocotyle lingua      ,107,snail to fish,"Huxham et al., 1993",,VR,42725,,,,NA,0,1,No,,,,Cryptocotyle lingua,0,0,0,1,Cryptocotyle lingua,yes,valid name in NCBI,,NCBI 66766,,Helminth,Platyhelminthes,Trematoda,Opisthorchiida,Heterophyidae,
487,Cyathostomum alveatum,Cyathostomum alveatum,NA,0,,-1,2,-1,3,,VR,42725,,,,,Cyathostomum alveatum      ,38,Cyathostomum alveatum      ,3,equid,Scialdo-Krecek 1983,,VR,42725,,,,NA,0,1,No,,,,Cyathostomum alveatum,0,1,0,0,Cyathostomum alveatum,yes,valid in papers,,Sch??è?kov?? et al. 2015,"Sch??è?kov??, è?., Marè???lek, M., Wagnerov??, P., Langrov??, I., Starostov??, L., Stupka, R., ... & Vadlejch, J. (2015). Cyathostominae distribution in experimentally infected ponies. Helminthologia, 52(2), 134-138.",Helminth,Nematoda,Secernentea,Strongylida,Strongylidae,
488,Cyathostomum catinatum,Cyathostomum catinatum,NA,0,,-1,2,-1,2,,VR,42725,,,,,Cyathostomum catinatum      ,342,Cyathostomum catinatum      ,45,equid,"Silva et al., 1999",,VR,42725,,,,NA,0,1,No,,,,Cyathostomum catinatum,0,1,0,0,Cyathostomum catinatum,yes,valid name in NCBI,,NCBI 59891,,Helminth,Nematoda,Secernentea,Strongylida,Strongylidae,
489,Cyathostomum labratum,Cyathostomum labratum,NA,0,,-1,2,-1,3,,VR,42725,,,,,Cyathostomum labratum      ,61,Cyathostomum labratum      ,0,equid,"Krecek et al., 1989",NEED,VR,42725,,,,NA,0,1,No,,,,Cyathostomum labratum,0,1,0,0,Cyathostomum labratum,yes,valid name in NCBI,,NCBI 74784,,Helminth,Nematoda,Secernentea,Strongylida,Strongylidae,
490,Cyathostomum montgomeryi,Cyathostomum montgomeryi,NA,0,,-1,2,-1,3,,VR,42725,,,,,Cyathostomum montgomeryi      ,36,Cyathostomum montgomeryi      ,4,equid,Scialdo-Krecek 1983,,VR,42725,,,,NA,0,1,No,,,,Cyathostomum montgomeryi,0,1,0,0,Cyathostomum montgomeryi,yes,valid in papers,,Kuzmina et al. 2013,"Kuzmina, T., Kharchenko, V., Zvegintsova, N., Zhang, L., & Liu, J. (2013). Strongylids (Nematoda: Strongylidae) in two zebra species from the ???Askania-Nova??ù Biosphere Reserve, Ukraine: Biodiversity and parasite community structure. Helminthologia, 50(3), 172-180.",Helminth,Nematoda,Secernentea,Strongylida,Strongylidae,
491,Cyathostomum tetracanthum,Cyathostomum tetracanthum,NA,0,,-1,2,-1,2,,VR,42725,,,,,Cyathostomum tetracanthum      ,131,Cyathostomum tetracanthum      ,11,equid,Scialdo-Krecek 1983,,VR,42725,,,,NA,0,1,No,,,,Cyathostomum tetracanthum,0,1,0,0,Cyathostomum tetracanthum,yes,valid name in NCBI,,NCBI 475190,,Helminth,Nematoda,Secernentea,Strongylida,Strongylidae,
496,Cylicocyclus auriculatus,Cylicocyclus auriculatus,NA,0,,,,-1,3,,VR,42724,,,,,Cylicocyclus auriculatus      ,73,Cylicocyclus auriculatus      ,3,,Scialdo-Krecek 1983,,VR,42724,,,,1,0,1,No,,,,Cylicocyclus auriculatus,0,1,0,0,Cylicocyclus auriculatus,yes,valid name in NCBI,,NCBI 71428,,Helminth,Nematoda,Secernentea,Strongylida,Strongylidae,
498,Cylicocyclus gyalocephaloides,Cylicocyclus gyalocephaloides,NA,0,,,,-1,3,,VR,42724,,,,,Cylicocyclus gyalocephaloides      ,24,Cylicocyclus gyalocephaloides      ,2,,"Lichtenfels et al., 2005",,VR,42724,,,,1,0,1,No,,,,Cylicocyclus gyalocephaloides,0,1,0,0,Cylicocyclus gyalocephaloides,yes,valid in papers,,Lichtenfels et al. 2005,"Lichtenfels, J. R., Kharchenko, V. A., Kuzmina, T. A., & Krecek, R. C. (2005). Differentiation of Cylicocyclus gyalocephaloides of Equus burchelli from Cylicocyclus insigne of Equus caballus (Strongyloidea: Nematoda).Comparative parasitology, 72(1), 108-115.",Helminth,Nematoda,Secernentea,Strongylida,Strongylidae,
499,Cylicocyclus insigne,Cylicocyclus insigne,NA,0,,-1,3,-1,2,,VR,42724,,,,,Cylicocyclus insigne      ,296,Cylicocyclus insigne      ,26,equid,Scialdo-Krecek 1983,,VR,42724,,,,1,0,1,No,,,,Cylicocyclus insigne,0,1,0,0,Cylicocyclus insigne,yes,valid name in NCBI,,NCBI 71431,,Helminth,Nematoda,Secernentea,Strongylida,Strongylidae,
501,Cylicocyclus nassatus,Cylicocyclus nassatus,NA,0,,-1,3,-1,2,,VR,42724,,,,,Cylicocyclus nassatus      ,500,Cylicocyclus nassatus      ,64,equid,"Tandon et al., 2006",,VR,42724,,,,1,0,1,No,,,,Cylicocyclus nassatus,0,1,0,0,Cylicocyclus nassatus,yes,valid name in NCBI,,NCBI 53992,,Helminth,Nematoda,Secernentea,Strongylida,Strongylidae,
503,Cylicocyclus triramosus,Cylicocyclus triramosus,NA,0,,-1,3,-1,3,,VR,42724,,,,,Cylicocyclus triramosus      ,54,Cylicocyclus triramosus      ,6,equid,Scialdo-Krecek 1983,,VR,42724,,,,1,0,1,No,,,,Cylicocyclus triramosus,0,1,0,0,Cylicocylus triramosus,yes,valid in papers,,Kharchenko et al. 1997,"Kharchenko, V. A., Dvojnos, G. M., Krecek, R. C., & Lichtenfels, J. R. (1997). A redescription of Cylicocyclus triramosus (Nematoda: Strongyloidea): a parasite of the zebra, Equus burchelli antiquorum. The Journal of parasitology, 83(5), 922-926.",Helminth,Nematoda,Secernentea,Strongylida,Strongylidae,
505,Cylicodontophorus reineckei,Cylicodontophorus reineckei,NA,0,,,,-1,3,,VR,42724,,,,,Cylicodontophorus reineckei      ,30,Cylicodontophorus reineckei      ,1,,Scialdo-Krecek and Malan 1984,,VR,42724,,,,1,0,1,No,,,,Cylicodontophorus reineckei,0,1,0,0,Cylicodontophorus reineckei,yes,valid in papers,,Kharchenko and Kuzmina 2010,"Kharchenko, V. A., & Kuzmina, T. A. (2010). Morphology and diagnosis of the fourth-stage larva of Coronocyclus labratus (Looss, 1900)(Nematoda: Strongyloidea) parasitising equids. Systematic parasitology, 77(1), 29-34.",Helminth,Nematoda,Secernentea,Strongylida,Strongylidae,
506,Cylicospirura felineus,Cylocospirura felineus,NA,0,,,,-1,3,,VR,42724,,,,,Cylocospirura felineus      ,0,Cylocospirura felineus      ,0,,"Junker et al., 2006",NEED,VR,42724,,,,NA,0,0,Yes,"Misspelled in our sheets, Cylocospirura should be Cylicospirura",Cylicospirura felineus,Cylicospirura felineus,Cylicospirura felineus,0,0,0,1,Cylicospirura felineus,yes,valid name in NCBI,,NCBI 663714,,Helminth,Nematoda,Secernentea,Rhabditida,Spirocercidae,
507,Cylicospirura subaequalis,Cylocospirura subaequalis,NA,0,,,,-1,3,,VR,42724,,,,,Cylocospirura subaequalis      ,0,Cylocospirura subaequalis      ,0,,Waid and Pence 1987,,VR,42724,,,,NA,0,0,Yes,"Misspelled in our sheets, Cylocospirura should be Cylicospirura",Cylicospirura subaequalis,Cylicospirura subaequalis,Cylicospirura subaequalis,0,0,0,1,Cylicospirura subaequalis,yes,valid name in NCBI,,NCBI 663715,,Helminth,Nematoda,Secernentea,Rhabditida,Spirocercidae,
509,Cylicostephanus bidentatus,Cylicostephanus bidentatus,NA,0,,,,-1,3,,VR,42724,,,,,Cylicostephanus bidentatus      ,84,Cylicostephanus bidentatus      ,7,,Scialdo-Krecek 1983,,VR,42724,,,,1,0,1,No,,,,Cylicostephanus bidentatus,0,1,0,0,Cyclicostephanus bidentatus,yes,valid name in NCBI,,NCBI 71461,,Helminth,Nematoda,Secernentea,Strongylida,Strongylidae,
510,Cylicostephanus calicatus,Cylicostephanus calicatus,NA,0,,-1,,-1,2,,VR,42724,,,,,Cylicostephanus calicatus      ,242,Cylicostephanus calicatus      ,26,equid,Scialdo-Krecek 1983,,VR,42724,,,,1,0,1,No,,,,Cylicostephanus calicatus,0,1,0,0,Cylicostephanus calicatus,yes,valid name in NCBI,,NCBI 71464,,Helminth,Nematoda,Secernentea,Strongylida,Strongylidae,
512,Cylicostephanus longiconus,Cylicostephanus longiconus,NA,0,,,,-1,3,,VR,42724,,,,,Cylicostephanus longiconus      ,21,Cylicostephanus longiconus      ,2,,Scialdo-Krecek 1983,,VR,42724,,,,1,0,1,No,,,,Cylicostephanus longiconus,0,1,0,0,Cylicostephanus longiconus,yes,valid in papers,,Lichtenfels and Klei 1988,"Lichtenfels, J. R., & Klei, T. R. (1988). Cylicostephanus torbertae sp. n.(Nematoda: Strongyloidea) from Equus caballus with a discussion of the genera Cylicostephanus, Petrovinema, and Skrjabinodentus. Proceedings of the Helminthological Society of Washington, 55(2), 165-170.",Helminth,Nematoda,Secernentea,Strongylida,Strongylidae,
513,Cylicostephanus minutus,Cylicostephanus minutus,NA,0,,-1,,-1,3,,VR,42724,,,,,Cylicostephanus minutus      ,394,Cylicostephanus minutus      ,26,equid,Scialdo-Krecek 1983,,VR,42724,,,,1,0,1,No,,,,Cylicostephanus minutus,0,1,0,0,Cyclicostephanus minutus,yes,valid name in NCBI,,NCBI 71467,,Helminth,Nematoda,Secernentea,Strongylida,Strongylidae,
536,Dicrocoelium colobusicola,Dicrocoelium colobusicola,NA,0,,,,-1,3,,VR,42723,,,,,Dicrocoelium colobusicola      ,9,Dicrocoelium colobusicola      ,0,,"Stuart et al., 1998",,VR,42723,,,,NA,0,1,No,,,,Dicrocoelium colobusicola,0,0,0,1,Dicrocoelium colobusicola,yes,valid in papers,,Cribb and Spratt 1992,"Cribb, T. H., & Spratt, D. M. (1992). Dicrocoeliidae (Trematoda: Digenea) of Australian mammals with description of Dicrocoelium antechini n. sp., Athesmioides aiolos ng, n. sp. and Platynosomum burrman n. sp. Systematic parasitology, 21(3), 211-222.",Helminth,Platyhelminthes,Trematoda,Plagiorchiida,Dicrocoeliidae,
537,Dicrocoelium dendriticum,Dicrocoelium lanceatum,NA,0,,,,0,2,,VR,42723,,,,,Dicrocoelium lanceatum      ,850,Dicrocoelium lanceatum      ,3,,NEED,,VR,42723,,,,NA,0,0,Yes,Dicrocoelium dendriticum = Dicrocoelium lanceolatum (https://parasitipedia.net/index.php?option=com_content&view=article&id=2567&Itemid=2847),,,Dicrocoelium dendriticum,0,0,0,1,Dicrocoelium dendriticum,yes,valid name in NCBI,,NCBI 57078,,Helminth,Platyhelminthes,Trematoda,Plagiorchiida,Dicrocoeliidae,
539,Dictyocaulus capreolus,Dictyocaulus capreolus,NA,0,,-1,2,-1,2,,VR,42723,,,,,Dictyocaulus capreolus      ,384,Dictyocaulus capreolus      ,24,Roe deer and mouse,Gibbons and Hoglund 2002,,VR,42723,,,,NA,0,1,No,,,,Dictyocaulus capreolus,0,1,0,0,Dictyocaulus capreolus n. sp.,yes,valid name in NCBI,,NCBI 216872,,Helminth,Nematoda,Secernentea,Strongylida,Trichostrongylidae,
541,Dictyocaulus eckerti,Dictyocaulus eckerti,NA,0,,-1,2,-1,2,,VR,42723,,,,,Dictyocaulus eckerti      ,607,Dictyocaulus eckerti      ,36,deer and cattle,"Hoglund et al., 1999",,VR,42723,,,,NA,0,1,No,,,,Dictyocaulus eckerti,0,1,0,0,Dictyocaulus eckerti,yes,valid name in NCBI,,NCBI 44604,,Helminth,Nematoda,Secernentea,Rhabditida,Dictyocaulidae,
542,Dictyocaulus filaria,Dictyocaulus filaria,NA,0,,-1,3,-1,1,,VR,42723,,,,,Dictyocaulus filaria      ,3070,Dictyocaulus filaria      ,109,Sheep,Anderson and Verster 1971,,VR,42723,,,,NA,0,1,No,,,,Dictyocaulus filaria,0,1,0,0,Dictyocaulus filaria,yes,valid name in NCBI,,NCBI 44603,,Helminth,Nematoda,Secernentea,Rhabditida,Dictyocaulidae,
543,Dictyocaulus noerneri,Dictyocaulus noerneri,NA,0,,-1,3,-1,3,,VR,42723,,,,,Dictyocaulus noerneri      ,60,Dictyocaulus noerneri      ,5,"moose, cattle, and roe deer","Durette-Desset et al., 1987",,VR,42723,,,,NA,0,1,No,,,,Dictyocaulus noerneri,0,1,0,0,Dictyocaulus noerneri,yes,valid name in NCBI,,NCBI 126390,,Helminth,Nematoda,Secernentea,Rhabditida,Dictyocaulidae,
544,Dictyocaulus viviparus,Dictyocaulus viviparus,NA,0,,,,-1,1,,VR,42723,,,,,Dictyocaulus viviparus      ,4880,Dictyocaulus viviparus      ,453,,"Haslam et al., 2000",,VR,42723,,,,NA,0,1,No,,,,Dictyocaulus viviparus,0,1,0,0,Dictyocaulus viviparus,yes,valid name in NCBI,,NCBI 29172,,Helminth,Nematoda,Secernentea,Rhabditida,Dictyocaulidae,
545,Didelphonema longispiculata,Didelphonema longispiculata,NA,0,,,,-1,3,,VR,42723,,,,,Didelphonema longispiculata      ,19,Didelphonema longispiculata      ,2,,"Beldomenico et al., 2005",,VR,42723,,,,NA,0,1,No,,,,Didelphonema longispiculata,0,0,0,1,Didelphonema longispiculata,yes,valid in papers,,Monet-Mendoza et al. 2005,"Monet-Mendoza, A., Osorio-Sarabia, D., & Garc??a-Prieto, L. (2005). Helminths of the Virginia opossum Didelphis virginiana (Mammalia: Didelphidae) in Mexico. Journal of Parasitology, 91(1), 213-219.",Helminth,Nematoda,Secernentea,Rhabditida,Spirocercidae,
548,Dioctophyma renale,Dioctophyma renale,NA,0,,0,2,0,1,,VR,42723,,,,,Dioctophyma renale      ,1290,Dioctophyma renale      ,47,,"Ignjatovic et al., 2003",,VR,42723,,,,NA,0,1,No,,,,Dioctophyma renale,0,0,0,1,Dioctophyme renale,yes,valid in papers,,Ribeiro et al. 2009,"Ribeiro, C. T., Verocai, G. G., & Tavares, L. E. R. (2009). Dioctophyme renale (Nematoda, Dioctophymatidae) infection in the crab-eating fox (Cerdocyon thous) from Brazil. Journal of wildlife diseases, 45(1), 248-250.",Helminth,Nematoda,Secernentea,Ascaridida,Dioctophymatidae,
550,Dipetalonema barbascalensis,Dipetalonema barbascalensis,NA,0,,-1,3,-1,3,,VR,42723,,,,,Dipetalonema barbascalensis      ,17,Dipetalonema barbascalensis      ,1,Nematode,"Bain et al., 2015",,VR,42723,,,,NA,0,1,No,,,,Dipetalonema barbascalensis,0,0,1,0,Dipetalonema barbascalensis,yes,valid in papers,,Esslinger and Gardiner 1974,"Esslinger, J. H., & Gardiner, C. H. (1974). Dipetalonema barbascalensis sp. n.(Nematoda: Filarioidea) from the owl monkey, Aotus trivirgatus, with a consideration of the status of Parlitomosa zakii Nagaty, 1935.?The Journal of parasitology, 1001-1005.",Helminth,Nematoda,Secernentea,Spirurida,Onchocercidae,
551,Dipetalonema caudispina,Dipetalonema caudispina,NA,0,,-1,2,-1,3,,VR,42720,,,,,Dipetalonema caudispina      ,60,Dipetalonema caudispina      ,5,South American monkeys,"Notarnicola et al., 2007",,VR,42720,,,,NA,0,1,No,,,,Dipetalonema caudispina,0,0,1,0,Dipetalonema caudispina,yes,valid name in NCBI,,NCBI 1766039,,Helminth,Nematoda,Secernentea,Spirurida,Onchocercidae,
552,Dipetalonema elegans,Dipetalonema elegans,NA,0,,?,,-1,3,,VR,42720,,,,,Dipetalonema elegans      ,527,Dipetalonema elegans      ,6,See resulst for C. elegans,NEED,,VR,42720,,,,NA,0,1,No,,,,Dipetalonema elegans,0,0,1,0,Dipetalonema elegans,yes,found in Smithsonian,,USNM ID 1361397,,Helminth,Nematoda,Secernentea,Spirurida,Onchocercidae,
553,Dipetalonema gracile,Dipetalonema gracile,NA,0,,-1,2,-1,2,,VR,42720,,,,,Dipetalonema gracile      ,224,Dipetalonema gracile      ,9,South American monkeys,"Stuart et al., 1998",,VR,42720,,,,NA,0,1,No,,,,Dipetalonema gracile,0,0,1,0,Dipetalonema gracile,yes,valid in papers,,Bain etb al. 2008,"Bain, O., Casiraghi, M., Martin, C., & Uni, S. (2008). The nematoda Filarioidea: critical analysis linking molecular and traditional approaches. Parasite, 15(3), 342-348.",Helminth,Nematoda,Secernentea,Spirurida,Onchocercidae,
559,Dipetalonema graciliformis,Dipetalonema graciliformis,NA,0,,,,-1,2,,VR,42720,,,,,Dipetalonema graciliformis      ,161,Dipetalonema graciliformis      ,2,Nematode,"Notarnicola et al., 2008",,VR,42720,,,,NA,0,1,No,,,,Dipetalonema graciliformis,0,0,1,0,Dipetalonema graciliformis,yes,valid name in NCBI,,NCBI 1766040,,Helminth,Nematoda,Secernentea,Spirurida,Onchocercidae,
560,Dipetalonema mephitis,Dipetalonema mephitis,NA,0,,-1,3,-1,3,,VR,42720,,,,,Dipetalonema mephitis      ,33,Dipetalonema mephitis      ,0,Nematode-skunk tissue,Dyer 1969,,VR,42720,,,,NA,0,1,No,,,,Dipetalonema mephitis,0,0,1,0,Dipetalonema mephitis,yes,valid in papers,,"Webster, W. A., & Beauregard, M.","Webster, W. A., & Beauregard, M. (1965). Dipetalonema mephitis n. comb.(= Microfilaria mephitis: Webster and Beauregard, 1964) from the skunk, Mephitis mephitis.?Canadian journal of zoology,?43(2), 325-332.",Helminth,Nematoda,Secernentea,Spirurida,Onchocercidae,
561,Dipetalonema obtusa,Microfilaria obtusa,NA,0,,,,-1,3,,VR,42691,,,,0,Microfilaria obtusa      ,57,Microfilaria obtusa      ,0,,Esslinger 1966,,VR,42691,,,,NA,0,0,Yes,"Microfilaria obtusa is the microfilariae of Dipetalonema obtusa (Esslinger, J. H. ""Dipetalonema obtusa (McCoy, 1936) comb. n.(Filarioidea: Onchocercidae) in Colombian primates, with a description of the adult."" The Journal of parasitology (1966): 498-502.)",Dipetalonema obtusa,Dipetalonema obtusa,Dipetalonema obtusa,0,0,1,0,Microfilaria obtusa,yes,synonym,,Esslinger 1966,"Esslinger, J. H. (1966). Dipetalonema obtusa (McCoy, 1936) comb. n.(Filarioidea: Onchocercidae) in Colombian primates, with a description of the adult. The Journal of parasitology, 498-502.",Helminth,Nematoda,Secernentea,Spirurida,Onchocercidae,
565,Dipetalonema parvum,Dipetalonema parvum,NA,0,,?,,-1,2,,VR,42720,,,,,Dipetalonema parvum      ,130,Dipetalonema parvum      ,0,see results for T. parvum,NEED,,VR,42720,,,,NA,0,1,No,,,,Dipetalonema parvum,0,0,1,0,Dipetalonema parvum,yes,synonym of Mansonella parvum (valid in papers),,Bain et al. 2015,"Bain, O., Mutafchiev, Y., Junker, K., Guerrero, R., Martin, C., Lefoulon, E., & Uni, S. (2015). Review of the genus Mansonella Faust, 1929 sensu lato (Nematoda: Onchocercidae), with descriptions of a new subgenus and a new subspecies. Zootaxa, 3918(2), 151-193.",Helminth,Nematoda,Secernentea,Spirurida,Onchocercidae,
566,Dipetalonema petteri,Dipetalonema petteri,NA,0,,0,2,-1,3,,VR,42720,,,,,Dipetalonema petteri      ,23,Dipetalonema petteri      ,1,Nematode,Irwin and Raharison 2009,,VR,42720,,,,NA,0,1,No,,,,Dipetalonema petteri,0,0,1,0,Dipetalonema petteri,yes,valid name in GBIF,,GBIF ID 7029653,http://www.gbif.org/species/7029653,Helminth,Nematoda,Secernentea,Spirurida,Onchocercidae,
567,Dipetalonema rodhaini,Dipetalonema rodhaini,NA,0,,?,,-1,3,,VR,42720,,,,,Dipetalonema rodhaini      ,176,Dipetalonema rodhaini      ,0,see results for S. rodhaini,Fain 1974,,VR,42720,,,,NA,0,1,No,,,,Dipetalonema rodhaini,0,0,1,0,Dipetalonema rodhaini,yes,synonym of Mansonella rodhaini (valid in papers),,GBIF ID 7029842,"Bain, O., Mutafchiev, Y., Junker, K., Guerrero, R., Martin, C., Lefoulon, E., & Uni, S. (2015). Review of the genus Mansonella Faust, 1929 sensu lato (Nematoda: Onchocercidae), with descriptions of a new subgenus and a new subspecies.?Zootaxa,?3918(2), 151-193.",Helminth,Nematoda,Secernentea,Spirurida,Onchocercidae,
568,Dipetalonema witei,Dipetalonema blanci,NA,0,,,,-1,3,,VR,42720,,,,,Dipetalonema blanci      ,171,Dipetalonema blanci      ,0,Nematode,Schneider and Husson 1956,NEED,VR,42720,,,,NA,0,0,Yes,"Worms, M. J., R. J. Terry, and Anne Terry. ""Dipetalonema witei, filarial parasite of the jird, Meriones libycus. I. Maintenance in the laboratory."" The Journal of Parasitology47.6 (1961): 963-970.",Dipetalonema witei,Dipetalonema witei,Dipetalonema witei,0,0,1,0,Dipetalonema blanci,yes,synonym according to Worms et al. 1961,,Worms et al. 1961,"Worms, M. J., R. J. Terryu and A. Terry. (1961) Dipetalonema witei, Filarial parasite of yje Jird, Meriones libycys. I. Maintanence in the laboratory. The journal of parisitology 47: 963-970 ",Helminth,Nematoda,Secernentea,Spirurida,Onchocercidae,
569,Diphyllobothrium cordatum,Diphyllobothrium cordatum,NA,0,,1,2,1,2,,VR,42720,,,,,Diphyllobothrium cordatum      ,192,Diphyllobothrium cordatum      ,3,pacific walrus,Rausch 2005,,VR,42720,,,,NA,0,1,No,Ania suggested to change the zooscore (and XC Zooscore) to 1.,,,Diphyllobothrium cordatum,0,0,0,1,Diphyllobothrium cordatum,yes,valid name in NCBI,,NCBI 372083,,Helminth,Platyhelminthes,Cestoda,Pseudophyllidea,Diphyllobothriidae,
570,Diphyllobothrium dendriticum,Diphyllobothrium dendriticum,NA,0,,1,3,1,1,,VR,42720,,,,,Diphyllobothrium dendriticum      ,2150,Diphyllobothrium dendriticum      ,186,fresh water fish,"Sharp et al.,1989",,VR,42720,,,,NA,0,1,No,Ania suggested to change the zooscore (and XC Zooscore) to 1.,,,Diphyllobothrium dendriticum,0,0,0,1,Diphyllobothrium dendriticum,yes,valid name in NCBI,,NCBI 28845,,Helminth,Platyhelminthes,Cestoda,Pseudophyllidea,Diphyllobothriidae,
571,Diphyllobothrium ditremum,Diphyllobothrium ditremum,NA,0,,-1,3,-1,2,,VR,42720,,,,,Diphyllobothrium ditremum      ,712,Diphyllobothrium ditremum      ,52,arctic char (fish),Berube and Curtis 1986,,VR,42720,,,,NA,0,1,No,,,,Diphyllobothrium ditremum,0,0,0,1,Diphyllobothrium ditretum,yes,valid name in NCBI,,NCBI 85435,,Helminth,Platyhelminthes,Cestoda,Pseudophyllidea,Diphyllobothriidae,
